SKU_ID,Date,Page_traffic,Revenue($),Unit_price,Units_sold,Segment,1_Star_Rating,2_Star_Rating,3_Star_Rating,4_Star_Rating,5_Star_Rating,Image_Count,Bullet_Count,Title_Count,Description_Length,num_unique_Search_Terms,Organic Search Rank,Num_of_Promotions,Sum of Spend,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns,Clicks_video,Cost_video,Impressions_video,num_unique_campaigns_offline,Units_sold>1000
SKU252,27-11-2021,3506.0,26542,20.04682779,1324,Skincare,72,63,141,279,1548,13,7,113,209,1,3.0,0,0.0,1049,3423.305724,180752,2,10309,111171.56,9223813,6,1
SKU257,10-04-2021,1050.0,0,21.28395062,0,Hair Care,81,56,149,299,1993,9,7,153,186,7,12.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1560,16-01-2021,4664.0,13230,17.33944954,763,Hair Care,0,0,0,0,0,8,8,125,221,0,4.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1612,08-05-2021,3142.0,17699,21.42736077,826,Makeup,0,0,0,0,0,5,5,81,56,2,31.0,1,259.3302265,1295,2550.284053,255406,2,0,0.0,0,0,0
SKU542,03-12-2022,7622.0,32689,19.0495338,1716,Makeup,84,51,111,287,1857,10,6,75,131,5,21.0,0,0.0,830,4613.876819,201139,6,0,0.0,0,0,1
SKU1431,17-12-2022,2510.0,19147,17.59834559,1088,Skincare,247,164,471,967,6737,9,8,126,149,9,21.0,0,0.0,816,3082.226776,139765,2,0,0.0,0,0,1
SKU1954,14-08-2021,64.0,0,21.28395062,0,Hair Care,15,0,0,0,0,8,6,87,63,5,30.0,0,0.0,0,0.0,0,0,9880,102695.19,8531176,4,0
SKU277,06-11-2021,4908.0,13228,9.186111111,1440,Hair Care,58,51,125,268,1635,11,7,115,209,2,7.0,1,1054.404813,426,1239.743116,50034,2,5379,61559.15,6156021,4,1
SKU108,13-08-2022,4655.0,43706,35.27522195,1239,Makeup,230,152,462,851,5278,0,6,79,100,14,23.0,1,177.8832022,1172,5182.467495,187744,4,0,0.0,0,0,1
SKU1533,01-01-2022,2741.0,12573,22.3321492,563,Makeup,57,36,53,100,523,7,5,85,123,0,45.0,0,0.0,0,0.0,0,0,5379,61559.15,6156021,2,0
SKU789,10-04-2021,1966.0,25419,19.98349057,1272,Skincare,0,0,0,0,0,11,6,70,127,0,32.0,0,0.0,806,2532.303538,133350,2,0,0.0,0,0,1
SKU1102,21-05-2022,3927.0,13396,16.12033694,831,Skincare,113,76,226,466,3256,9,8,172,158,7,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU361,23-07-2022,3377.0,30048,21.64841499,1388,Makeup,0,0,0,0,0,7,7,125,221,0,30.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1999,08-10-2022,997.0,15693,18.54964539,846,Makeup,94,65,217,405,2321,8,8,127,221,6,8.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU252,02-01-2021,2279.0,20448,21.86951872,935,Skincare,19,21,49,90,416,13,7,113,209,0,18.0,0,0.0,640,1223.091041,89273,2,0,0.0,0,0,0
SKU1106,03-04-2021,683.0,28096,25.91881919,1084,Makeup,60,49,165,353,2430,0,7,82,105,8,11.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU297,20-03-2021,2126.0,19985,19.57394711,1021,Hair Care,46,26,87,201,1552,8,8,125,221,9,15.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1803,13-08-2022,52.0,0,88.74117647,0,Skincare,57,31,87,186,1259,9,5,89,58,5,21.0,1,100.4425105,735,3065.534529,106066,2,0,0.0,0,0,0
SKU1533,28-05-2022,2911.0,19818,20.20183486,981,Makeup,57,36,53,100,523,7,5,85,123,0,10.0,0,0.0,960,2892.363327,165430,2,0,0.0,0,0,0
SKU169,27-11-2021,1923.0,26650,35.86810229,743,Makeup,44,37,92,230,1640,10,7,152,186,5,3.0,0,0.0,0,0.0,0,0,10309,111171.56,9223813,6,0
SKU732,30-01-2021,3931.0,19001,22.40683962,848,Makeup,0,16,48,68,335,11,6,67,125,3,32.0,1,238.0110474,0,0.0,0,0,0,0.0,0,0,0
SKU209,12-02-2022,2897.0,22998,13.08935686,1757,Makeup,71,60,138,267,1459,11,7,119,209,0,21.0,0,0.0,0,0.0,0,0,5379,61559.15,6156021,2,1
SKU1403,17-09-2022,2729.0,24364,18.10104012,1346,Skincare,165,118,341,673,4391,2,7,115,209,8,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU327,24-12-2022,3057.0,34579,27.59696728,1253,Makeup,35,14,30,0,0,11,6,67,125,0,19.0,0,0.0,963,4822.763546,185794,4,0,0.0,0,0,1
SKU1514,24-04-2021,2862.0,17859,18.50673575,965,Makeup,24,21,54,91,501,0,6,82,105,0,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU998,01-01-2022,2613.0,20614,21.36165803,965,Makeup,55,36,82,188,1163,14,7,122,209,7,15.0,0,0.0,0,0.0,0,0,5379,61559.15,6156021,2,0
SKU1633,05-03-2022,3688.0,23697,25.84187568,917,Skincare,0,0,25,66,403,9,5,85,59,3,32.0,0,0.0,781,2390.796288,152389,2,3479,40244.28,3856872,2,0
SKU1582,20-02-2021,1282.831555,13136,21.64085667,607,Makeup,0,0,0,0,0,13,7,113,166,6,14.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1387,11-12-2021,3862.0,24331,23.41770934,1039,Makeup,23,18,49,89,442,0,6,77,98,3,19.0,0,0.0,1191,4879.741562,154176,2,0,0.0,0,0,1
SKU844,20-08-2022,3701.0,43845,35.47330097,1236,Makeup,66,38,69,75,202,9,8,126,221,4,19.0,0,0.0,880,3729.884591,172511,4,0,0.0,0,0,1
SKU1304,12-11-2022,4494.0,38172,31.41728395,1215,Makeup,90,60,152,294,1652,0,6,75,164,0,12.0,0,0.0,1149,5780.476364,255432,4,0,0.0,0,0,1
SKU48,20-08-2022,3461.0,38105,24.27070064,1570,Skincare,0,0,0,0,0,0,6,70,86,0,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU125,13-03-2021,3672.0,19947,23.49469965,849,Makeup,21,13,45,92,742,13,7,137,209,11,27.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1758,25-09-2021,3602.0,31516,26.04628099,1210,Makeup,74,46,127,185,978,10,7,113,209,1,3.0,0,0.0,0,0.0,0,0,10801,118307.34,9990498,6,1
SKU844,24-12-2022,2059.0,31658,32.73836608,967,Makeup,66,38,69,75,202,9,8,126,221,0,3.0,0,0.0,596,2957.756648,96793,2,0,0.0,0,0,0
SKU1859,17-04-2021,4149.0,17007,13.64927769,1246,Makeup,35,28,80,167,1037,9,6,88,64,6,18.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1228,17-09-2022,2598.0,38910,45.03472222,864,Hair Care,64,48,86,222,1493,11,6,93,61,2,3.0,0,0.0,574,1646.466334,93458,4,0,0.0,0,0,0
SKU140,25-06-2022,2897.0,24589,17.77946493,1383,Skincare,118,80,198,390,2327,10,7,151,157,3,40.0,0,0.0,1063,6891.397886,198488,4,0,0.0,0,0,1
SKU257,17-04-2021,273.0,0,21.28395062,0,Hair Care,81,56,149,299,1993,9,7,153,186,8,24.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU998,23-07-2022,1543.0,11656,10.6642269,1093,Makeup,78,56,142,283,1744,14,7,122,209,3,18.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU605,24-12-2022,2188.0,31794,26.92125318,1181,Makeup,0,0,0,0,0,5,5,79,58,0,28.0,0,0.0,777,4197.027255,165395,4,0,0.0,0,0,1
SKU1675,12-11-2022,5793.0,46400,22.15854823,2094,Hair Care,94,64,237,460,2833,0,8,167,158,13,7.0,0,0.0,940,3928.79658,162079,2,0,0.0,0,0,1
SKU1220,02-04-2022,4313.0,18285,19.16666667,954,Skincare,109,78,244,517,3359,0,6,75,177,9,9.0,0,0.0,0,0.0,0,0,4791,56344.76,5344861,2,0
SKU528,05-03-2022,1243.0,16463,16.51253761,997,Hair Care,29,24,88,200,1221,0,8,165,158,4,3.0,0,0.0,0,0.0,0,0,3479,40244.28,3856872,2,0
SKU964,26-03-2022,4284.0,36177,21.5853222,1676,Makeup,0,11,20,74,421,0,6,79,99,0,3.0,0,0.0,844,2378.408602,173125,4,6024,77040.81,7539723,2,1
SKU895,16-04-2022,4352.0,34247,20.80619684,1646,Makeup,0,0,0,0,0,7,8,127,221,0,33.0,0,0.0,773,3541.983198,99878,4,6149,77040.81,7539723,2,1
SKU822,15-10-2022,5416.0,33652,40.79030303,825,Skincare,60,47,129,185,571,0,8,173,158,2,17.0,0,0.0,1467,5283.534219,277889,6,0,0.0,0,0,0
SKU840,11-09-2021,4145.0,22065,15.90843547,1387,Makeup,0,0,0,0,0,9,8,126,221,0,16.0,0,0.0,0,0.0,0,0,10579,111171.56,9223813,4,1
SKU469,20-08-2022,886.0,38487,40.94361702,940,Makeup,134,92,252,526,3622,16,7,139,123,11,33.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1308,07-05-2022,3818.0,18769,16.56575463,1133,Makeup,43,29,76,205,1515,13,6,113,209,1,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1517,09-04-2022,3434.0,32634,22.26057299,1466,Skincare,56,45,140,333,2466,0,8,161,158,1,25.0,0,0.0,0,0.0,0,0,3479,40244.28,3856872,2,1
SKU662,13-08-2022,1956.0,17939,14.28264331,1256,Makeup,114,78,228,467,3218,5,5,81,57,11,28.0,0,0.0,829,5047.095558,224216,4,0,0.0,0,0,1
SKU786,27-02-2021,3496.0,35701,34.16363636,1045,Makeup,14,10,37,72,483,16,7,137,123,0,17.0,0,0.0,1982,3849.989999,610675,4,0,0.0,0,0,1
SKU1758,11-09-2021,4034.0,33525,27.89101498,1202,Makeup,71,46,124,179,966,10,7,113,209,2,39.0,0,0.0,865,3261.581283,132055,2,10579,111171.56,9223813,4,1
SKU1633,20-08-2022,3308.0,27708,26.21381268,1057,Skincare,0,0,25,66,403,9,5,85,59,3,42.0,1,66.97036672,0,0.0,0,0,0,0.0,0,0,1
SKU735,18-06-2022,3232.0,19045,18.03503788,1056,Makeup,89,63,181,269,1139,8,8,127,221,2,39.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU140,12-02-2022,4645.0,21737,14.51068091,1498,Skincare,118,80,196,390,2327,10,7,151,157,0,22.0,0,0.0,601,1940.043223,99114,4,5379,61559.15,6156021,2,1
SKU789,21-08-2021,1544.185262,17749,23.41556728,758,Skincare,0,0,0,0,0,11,6,70,127,0,34.0,0,0.0,800,1973.9678,135847,4,6375,77040.81,7539723,2,0
SKU895,05-02-2022,5679.0,34913,19.81441544,1762,Makeup,0,0,0,0,0,7,8,127,221,0,33.0,0,0.0,1065,2547.189647,104969,2,5379,61559.15,6156021,2,1
SKU605,20-02-2021,1646.0,14713,18.34538653,802,Makeup,0,0,0,0,0,5,5,79,58,0,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU119,28-05-2022,3449.0,33147,24.28351648,1365,Skincare,87,58,172,390,2625,11,6,70,148,6,31.0,0,0.0,1931,11065.82858,404132,6,0,0.0,0,0,1
SKU499,20-11-2021,4547.0,25234,15.22872661,1657,Makeup,21,18,40,63,365,0,6,80,104,0,3.0,0,0.0,763,2593.101848,77295,4,5744,63978.2,6594469,2,1
SKU824,27-02-2021,4747.0,30639,26.48141746,1157,Hair Care,0,0,0,0,0,4,6,87,57,0,18.0,0,0.0,1997,3003.225529,804754,2,0,0.0,0,0,1
SKU361,13-03-2021,4345.0,30758,23.8989899,1287,Makeup,0,0,0,0,0,7,7,125,221,0,36.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1517,19-02-2022,4513.0,29423,22.08933934,1332,Skincare,56,45,140,333,2466,0,8,161,158,2,31.0,0,0.0,0,0.0,0,0,5379,61559.15,6156021,2,1
SKU1501,19-11-2022,3938.0,23977,17.46321923,1373,Makeup,74,52,125,291,1848,8,5,118,209,3,6.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1660,16-10-2021,3449.0,19550,15.88139724,1231,Makeup,71,41,90,184,1048,4,6,91,62,6,30.0,0,0.0,0,0.0,0,0,8049,96500.0,7413097,2,1
SKU528,04-06-2022,1129.0,16557,17.76502146,932,Hair Care,29,24,88,200,1221,0,8,165,158,3,27.0,0,0.0,425,961.0545681,63758,2,0,0.0,0,0,0
SKU1376,30-04-2022,3900.0,29612,23.82300885,1243,Makeup,50,38,110,230,1629,12,7,118,209,5,3.0,0,0.0,0,0.0,0,0,4330,56344.76,5344861,4,1
SKU859,27-03-2021,2608.0,15633,21.83379888,716,Makeup,28,10,45,80,614,0,6,81,108,1,5.0,0,0.0,1081,2962.840514,196543,2,0,0.0,0,0,0
SKU1680,04-09-2021,2213.0,13439,14.32729211,938,Makeup,19,14,34,68,442,12,7,113,209,1,18.0,0,0.0,1123,4146.974083,205043,4,11303,118307.34,9990498,4,0
SKU349,06-03-2021,909.0,6949,18.88315217,368,Skincare,60,44,126,270,1633,0,6,81,104,7,13.0,1,265.5109695,0,0.0,0,0,0,0.0,0,0,0
SKU1407,06-03-2021,4502.0,19534,15.57735247,1254,Skincare,34,17,84,141,1144,7,7,84,62,4,12.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU25,02-04-2022,5554.0,25558,23.84141791,1072,Makeup,80,66,167,349,2218,0,6,81,108,6,20.0,0,0.0,0,0.0,0,0,4791,56344.76,5344861,2,1
SKU995,11-06-2022,4287.0,27572,31.47488584,876,Makeup,97,77,201,437,2847,10,7,152,186,6,13.0,0,0.0,1496,8819.165068,338919,6,0,0.0,0,0,0
SKU978,10-07-2021,844.0,22304,14.85942705,1501,Skincare,0,0,0,49,298,0,8,167,158,4,37.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU529,27-11-2021,2912.0,28702,34.91727494,822,Skincare,47,34,85,198,1464,5,6,89,62,7,31.0,0,0.0,1083,3789.016607,164885,4,10309,111171.56,9223813,6,0
SKU1633,13-02-2021,4450.0,14734,25.18632479,585,Skincare,0,0,19,52,320,9,5,85,59,5,3.0,0,0.0,1776,3649.20505,413113,2,0,0.0,0,0,0
SKU735,26-11-2022,3684.0,25895,18.9568082,1366,Makeup,117,80,227,357,1692,8,8,127,221,6,18.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1431,01-01-2022,4114.0,19897,18.5953271,1070,Skincare,152,98,276,588,4259,9,8,126,149,13,13.0,0,0.0,698,2219.294646,134856,4,5379,61559.15,6156021,2,1
SKU800,29-05-2021,4377.0,23899,25.1833509,949,Makeup,98,75,213,428,2891,9,8,126,221,9,8.0,1,435.2321391,997,3921.169312,158437,4,0,0.0,0,0,0
SKU119,25-06-2022,2754.0,26470,23.4040672,1131,Skincare,87,58,172,390,2641,11,6,70,148,7,35.0,0,0.0,1290,8850.47737,245232,4,0,0.0,0,0,1
SKU789,19-06-2021,2401.072434,26107,23.64764493,1104,Skincare,0,0,0,0,0,11,6,70,127,0,34.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1014,19-06-2021,474.0,0,20.09952607,0,Skincare,57,27,67,124,728,0,5,79,99,7,13.0,1,344.8174544,0,0.0,0,0,0,0.0,0,0,0
SKU1948,09-10-2021,2605.0,18754,17.09571559,1097,Skincare,98,74,201,422,2642,8,7,129,209,6,15.0,0,0.0,0,0.0,0,0,9522,102695.19,8531176,6,1
SKU277,29-10-2022,4216.0,36257,22.60411471,1604,Hair Care,84,65,191,357,2164,11,7,115,209,3,4.0,0,0.0,2231,12906.5509,641942,6,0,0.0,0,0,1
SKU1112,19-11-2022,4948.0,14214,17.16666667,828,Skincare,144,110,354,677,4640,12,6,92,184,14,31.0,0,0.0,493,1002.746193,52545,4,0,0.0,0,0,0
SKU477,22-10-2022,2675.0,20930,23.62302483,886,Makeup,65,57,196,383,2294,0,6,76,97,4,3.0,0,0.0,807,3097.092227,160026,6,0,0.0,0,0,0
SKU1407,23-01-2021,4081.0,12406,12.93639208,959,Skincare,31,14,72,123,991,7,7,84,62,3,17.0,1,80.228543,0,0.0,0,0,0,0.0,0,0,0
SKU267,18-12-2021,3786.0,27338,26.93399015,1015,Skincare,153,104,292,566,3643,8,6,85,58,12,25.0,0,0.0,735,2973.869013,124797,2,0,0.0,0,0,1
SKU1731,25-06-2022,1195.0,32512,32.06311637,1014,Skincare,92,61,148,361,2296,12,7,117,209,3,31.0,0,0.0,620,2295.929912,59136,2,0,0.0,0,0,1
SKU1261,29-01-2022,4696.0,25259,18.00356379,1403,Skincare,52,47,105,222,1541,8,7,110,116,3,33.0,0,0.0,0,0.0,0,0,3479,40244.28,3856872,2,1
SKU481,13-02-2021,3267.0,12539,11.61018519,1080,Skincare,80,58,150,301,1969,0,8,173,158,6,11.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1274,16-07-2022,4794.0,36723,18.85164271,1948,Hair Care,50,21,53,141,1119,12,6,106,203,6,26.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU405,09-07-2022,1850.0,19156,13.31202224,1439,Skincare,84,55,142,281,1651,14,5,87,60,0,12.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1930,22-05-2021,1231.0,6588,8.668421053,760,Makeup,39,25,82,113,785,7,8,125,221,0,22.0,0,0.0,679,1606.304708,128642,2,0,0.0,0,0,0
SKU1514,09-04-2022,3431.0,19471,22.1513083,879,Makeup,40,32,84,165,967,0,6,82,105,0,13.0,0,0.0,1141,3483.765334,212610,4,3479,40244.28,3856872,2,0
SKU563,05-11-2022,2392.0,34610,30.17436792,1147,Skincare,133,98,272,529,3583,0,6,79,100,5,12.0,0,0.0,944,4346.393792,258712,4,0,0.0,0,0,1
SKU1553,18-12-2021,4671.0,28239,18.34892788,1539,Makeup,110,84,209,439,2869,9,8,124,221,4,16.0,0,0.0,708,3796.328702,144927,4,0,0.0,0,0,1
SKU173,08-05-2021,2978.0,6741,11.76439791,573,Skincare,15,0,0,0,0,8,5,91,54,5,30.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU995,13-03-2021,5056.0,30384,22.57355126,1346,Makeup,75,56,160,355,2277,10,7,152,186,5,17.0,1,197.3086045,1324,3291.141174,262074,2,0,0.0,0,0,1
SKU1036,22-01-2022,5551.0,40421,19.88243974,2033,Makeup,108,60,163,352,2592,12,8,126,221,12,7.0,0,0.0,951,2827.371227,197941,2,3219,40244.28,3856872,2,1
SKU1517,18-09-2021,3861.0,30598,21.90264853,1397,Skincare,56,45,140,333,2466,0,8,161,158,2,14.0,0,0.0,0,0.0,0,0,11557,130779.05,10922773,6,1
SKU1479,29-05-2021,4948.0,16756,19.71294118,850,Hair Care,71,54,150,337,2324,11,7,120,196,3,3.0,0,0.0,429,1099.685226,58353,2,0,0.0,0,0,0
SKU906,20-02-2021,8053.0,38928,19.66060606,1980,Makeup,71,51,117,217,1284,14,6,95,67,9,9.0,0,0.0,1804,3957.418897,299685,2,0,0.0,0,0,1
SKU1479,12-02-2022,4813.0,24794,26.01678909,953,Hair Care,85,63,180,406,2858,11,7,120,196,7,15.0,0,0.0,0,0.0,0,0,5379,61559.15,6156021,2,0
SKU1969,27-08-2022,1882.0,23438,25.4208243,922,Makeup,145,81,229,410,2542,9,7,110,209,10,40.0,0,0.0,1269,2933.02405,50879,2,0,0.0,0,0,0
SKU529,03-12-2022,328.0,17083,37.29912664,458,Skincare,64,39,112,230,1658,5,6,89,62,4,27.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1909,13-03-2021,2435.0,22861,22.13068732,1033,Makeup,91,69,187,395,2548,0,8,163,158,12,19.0,1,178.8279739,708,1885.108215,154960,2,0,0.0,0,0,1
SKU1868,22-05-2021,2286.0,15776,12.13538462,1300,Skincare,0,0,27,61,402,6,6,92,59,2,14.0,1,353.2378597,0,0.0,0,0,0,0.0,0,0,1
SKU204,17-12-2022,4327.0,24960,12.93934681,1929,Skincare,128,86,265,478,3249,10,7,151,186,7,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU821,20-08-2022,5126.0,41542,24.53750738,1693,Makeup,73,70,200,399,2596,12,6,86,65,8,4.0,0,0.0,1128,4017.850654,119615,4,0,0.0,0,0,1
SKU562,26-11-2022,4021.0,19603,13.82440056,1418,Skincare,60,34,94,230,1794,0,6,77,99,0,11.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU291,13-02-2021,3972.0,6504,7.316085489,889,Makeup,0,0,0,0,0,7,7,114,209,0,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU499,01-10-2022,3142.0,20779,16.15785381,1286,Makeup,37,25,73,146,643,0,6,80,104,1,41.0,0,0.0,461,1338.93725,65810,2,0,0.0,0,0,1
SKU1484,24-09-2022,538.0,9580,16.10084034,595,Makeup,96,77,181,376,2256,11,7,85,209,0,25.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU389,11-06-2022,1540.0,14020,25.39855072,552,Skincare,78,45,92,156,931,7,6,84,62,0,11.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1025,05-06-2021,4912.0,13144,9.816280807,1339,Skincare,41,16,65,148,1178,2,6,90,62,0,3.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1731,27-03-2021,1414.0,21085,21.89511942,963,Skincare,71,47,116,253,1651,12,7,117,209,6,26.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1930,19-11-2022,985.0,25192,45.80363636,550,Makeup,67,40,173,273,1677,7,8,125,221,1,13.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1303,14-05-2022,2412.0,21807,19.68140794,1108,Makeup,57,43,138,225,1465,0,6,82,186,5,47.0,0,0.0,575,3016.158302,148501,4,0,0.0,0,0,1
SKU173,24-04-2021,3139.0,6463,12.12570356,533,Skincare,15,0,0,0,0,8,5,91,54,9,27.0,0,0.0,1373,3544.972972,287555,2,0,0.0,0,0,0
SKU1867,11-06-2022,2966.0,11433,17.61633282,649,Skincare,96,55,193,339,2185,6,6,84,63,7,26.0,0,0.0,1719,8825.441096,287770,2,0,0.0,0,0,0
SKU1924,08-05-2021,3159.0,15674,17.97477064,872,Makeup,48,28,67,138,890,8,7,118,209,1,16.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU1731,23-04-2022,2034.0,32143,28.72475424,1119,Skincare,92,61,148,361,2296,12,7,117,209,3,34.0,1,1219.573591,595,2308.323675,50217,2,4791,56344.76,5344861,2,1
SKU252,13-02-2021,2976.0,20495,18.36469534,1116,Skincare,26,27,61,109,516,13,7,113,209,0,18.0,1,74.21113732,1353,2638.780679,306172,2,0,0.0,0,0,1
SKU852,27-02-2021,3918.0,9202,8.107488987,1135,Makeup,29,16,56,121,819,10,5,83,61,4,6.0,1,162.1486445,0,0.0,0,0,0,0.0,0,0,1
SKU71,16-01-2021,4860.0,22414,21.44880383,1045,Skincare,73,60,151,281,1834,9,7,152,186,7,11.0,0,0.0,979,2125.926746,178234,2,0,0.0,0,0,1
SKU756,05-06-2021,331.0,30050,25.48770144,1179,Skincare,107,88,199,434,2884,9,8,126,221,8,13.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1553,23-01-2021,5689.0,23098,17.07169254,1353,Makeup,66,52,113,235,1484,9,8,124,221,0,21.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU581,19-11-2022,4245.0,34593,17.8406395,1939,Makeup,211,164,463,914,5887,8,6,86,62,9,13.0,0,0.0,0,0.0,0,0,0,0.0,0,0,1
SKU1011,17-04-2021,3903.0,5297,6.61298377,801,Makeup,49,38,81,179,1227,5,5,91,59,0,19.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
SKU190,23-04-2022,3777.0,32506,24.47740964,1328,Makeup,69,37,146,303,1971,7,6,87,60,4,15.0,0,0.0,702,2500.159307,129815,4,4791,56344.76,5344861,2,1
SKU1799,11-06-2022,1221.0,6262,14.49537037,432,Makeup,23,20,66,173,1076,0,8,166,158,5,33.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0
